event_id,shipment_id,event_timestamp,location,latitude,longitude,event_type,status
EVT000000114,SHP0000025,2026-05-30 17:35:00,Mumbai,19.12764,72.862751,ORDER_CREATED,Order Created
EVT000000115,SHP0000025,2026-05-31 11:35:00,Bengaluru,12.984578,77.581466,PICKED_UP,Picked Up
EVT000000116,SHP0000025,2026-05-31 13:35:00,Chennai,13.070166,80.295371,AT_WAREHOUSE,At Warehouse
EVT000000117,SHP0000025,2026-06-01 02:35:00,Hyderabad,17.397419,78.524963,IN_TRANSIT,In Transit
EVT000000118,SHP0000025,2026-06-02 05:35:00,Hyderabad,17.39688,78.537932,OUT_FOR_DELIVERY,Out For Delivery
EVT000000119,SHP0000025,2026-06-02 15:35:00,Hyderabad,17.400193,78.458116,DELIVERED,Delivered
EVT000000120,SHP0000026,2026-06-10 22:09:00,Ahmedabad,23.078984,72.569555,ORDER_CREATED,Order Created
EVT000000121,SHP0000026,2026-06-11 08:09:00,Mumbai,19.059186,72.831515,PICKED_UP,Picked Up
EVT000000122,SHP0000026,2026-06-12 10:09:00,Bengaluru,13.03149,77.55818,AT_WAREHOUSE,At Warehouse
EVT000000123,SHP0000027,2026-08-29 01:27:00,Mumbai,19.06724,72.8644,ORDER_CREATED,Order Created
EVT000000124,SHP0000027,2026-08-29 20:27:00,Bengaluru,12.993092,77.628958,PICKED_UP,Picked Up
EVT000000125,SHP0000027,2026-08-30 13:27:00,Chennai,13.082101,80.28045,AT_WAREHOUSE,At Warehouse
EVT000000126,SHP0000027,2026-08-30 19:27:00,Hyderabad,17.403524,78.479657,IN_TRANSIT,In Transit
EVT000000127,SHP0000028,2026-08-01 15:19:00,Bengaluru,13.001654,77.552636,ORDER_CREATED,Order Created
EVT000000128,SHP0000028,2026-08-02 01:19:00,Mumbai,19.108187,72.877154,PICKED_UP,Picked Up
EVT000000129,SHP0000028,2026-08-02 05:19:00,Chennai,13.136643,80.296011,AT_WAREHOUSE,At Warehouse
EVT000000130,SHP0000029,2026-04-21 03:19:00,Mumbai,19.106261,72.896726,ORDER_CREATED,Order Created
EVT000000131,SHP0000029,2026-04-21 15:19:00,Bengaluru,12.934542,77.593603,PICKED_UP,Picked Up
EVT000000132,SHP0000029,2026-04-22 09:19:00,Chennai,13.028999,80.295449,AT_WAREHOUSE,At Warehouse
EVT000000133,SHP0000029,2026-04-23 12:19:00,Hyderabad,17.374644,78.482615,IN_TRANSIT,In Transit
EVT000000134,SHP0000030,2026-01-06 04:09:00,Bengaluru,12.949891,77.562738,ORDER_CREATED,Order Created
EVT000000135,SHP0000030,2026-01-06 16:09:00,Mumbai,19.080251,72.865508,PICKED_UP,Picked Up
EVT000000136,SHP0000030,2026-01-07 14:09:00,Chennai,13.043101,80.259622,AT_WAREHOUSE,At Warehouse
EVT000000137,SHP0000030,2026-01-08 04:09:00,Hyderabad,17.378365,78.439541,IN_TRANSIT,In Transit
EVT000000138,SHP0000031,2026-03-24 14:53:00,New Delhi,28.626498,77.206845,ORDER_CREATED,Order Created
EVT000000139,SHP0000031,2026-03-25 00:53:00,Mumbai,19.070414,72.849295,PICKED_UP,Picked Up
EVT000000140,SHP0000031,2026-03-25 02:53:00,Bengaluru,12.963322,77.593812,AT_WAREHOUSE,At Warehouse
EVT000000141,SHP0000031,2026-03-25 20:53:00,Chennai,13.057621,80.276251,IN_TRANSIT,In Transit
EVT000000142,SHP0000032,2026-06-30 13:10:00,Hyderabad,17.354142,78.523429,ORDER_CREATED,Order Created
EVT000000143,SHP0000032,2026-07-01 05:10:00,Mumbai,19.049137,72.858804,PICKED_UP,Picked Up
EVT000000144,SHP0000032,2026-07-01 17:10:00,Bengaluru,12.931135,77.542357,AT_WAREHOUSE,At Warehouse
EVT000000145,SHP0000032,2026-07-01 19:10:00,Chennai,13.11014,80.24459,IN_TRANSIT,In Transit
EVT000000146,SHP0000033,2026-01-05 01:59:00,Hyderabad,17.365872,78.456315,ORDER_CREATED,Order Created
EVT000000147,SHP0000033,2026-01-05 12:59:00,Mumbai,19.068594,72.869999,PICKED_UP,Picked Up
EVT000000148,SHP0000033,2026-01-06 07:59:00,Bengaluru,12.900514,77.586068,AT_WAREHOUSE,At Warehouse
EVT000000149,SHP0000034,2026-08-19 21:32:00,Ahmedabad,22.955408,72.554435,ORDER_CREATED,Order Created
EVT000000150,SHP0000034,2026-08-20 14:32:00,Mumbai,19.06661,72.882184,PICKED_UP,Picked Up
EVT000000151,SHP0000034,2026-08-20 21:32:00,Bengaluru,12.975892,77.642065,AT_WAREHOUSE,At Warehouse
EVT000000152,SHP0000034,2026-08-21 09:32:00,Chennai,13.071462,80.302339,IN_TRANSIT,In Transit
EVT000000153,SHP0000034,2026-08-22 21:32:00,Hyderabad,17.408441,78.467482,OUT_FOR_DELIVERY,Out For Delivery
EVT000000154,SHP0000035,2026-06-05 15:17:00,Hyderabad,17.345583,78.479039,ORDER_CREATED,Order Created
EVT000000155,SHP0000035,2026-06-05 22:17:00,Mumbai,19.054789,72.887794,PICKED_UP,Picked Up
EVT000000156,SHP0000035,2026-06-06 19:17:00,Bengaluru,13.002526,77.619278,AT_WAREHOUSE,At Warehouse
EVT000000157,SHP0000035,2026-06-07 06:17:00,Chennai,13.115526,80.291225,IN_TRANSIT,In Transit
EVT000000158,SHP0000036,2026-06-05 15:13:00,Hyderabad,17.393384,78.464955,ORDER_CREATED,Order Created
EVT000000159,SHP0000036,2026-06-06 05:13:00,Mumbai,19.074573,72.80303,PICKED_UP,Picked Up
EVT000000160,SHP0000036,2026-06-06 03:13:00,Bengaluru,12.940364,77.579587,AT_WAREHOUSE,At Warehouse
EVT000000161,SHP0000036,2026-06-07 09:13:00,Chennai,13.121963,80.274357,IN_TRANSIT,In Transit
EVT000000162,SHP0000036,2026-06-08 11:13:00,Chennai,13.086184,80.301366,OUT_FOR_DELIVERY,Out For Delivery
EVT000000163,SHP0000037,2026-05-26 00:23:00,Chennai,13.104173,80.301464,ORDER_CREATED,Order Created
EVT000000164,SHP0000037,2026-05-26 10:23:00,Mumbai,19.085751,72.89115,PICKED_UP,Picked Up
EVT000000165,SHP0000037,2026-05-27 04:23:00,Bengaluru,12.932012,77.531268,AT_WAREHOUSE,At Warehouse
EVT000000166,SHP0000038,2026-07-17 05:59:00,Chennai,13.103737,80.254807,ORDER_CREATED,Order Created
EVT000000167,SHP0000038,2026-07-17 22:59:00,Mumbai,19.080773,72.920307,PICKED_UP,Picked Up
EVT000000168,SHP0000038,2026-07-17 21:59:00,Bengaluru,12.991427,77.600647,AT_WAREHOUSE,At Warehouse
EVT000000169,SHP0000038,2026-07-18 08:59:00,Hyderabad,17.401964,78.553883,IN_TRANSIT,In Transit
EVT000000170,SHP0000038,2026-07-19 21:59:00,Hyderabad,17.355254,78.528432,OUT_FOR_DELIVERY,Out For Delivery
EVT000000171,SHP0000039,2026-07-27 20:31:00,Hyderabad,17.382645,78.505487,ORDER_CREATED,Order Created
EVT000000172,SHP0000039,2026-07-28 13:31:00,Mumbai,19.043965,72.889466,PICKED_UP,Picked Up
EVT000000173,SHP0000039,2026-07-28 18:31:00,Bengaluru,12.985347,77.611741,AT_WAREHOUSE,At Warehouse
EVT000000174,SHP0000039,2026-07-28 14:31:00,Chennai,13.142939,80.251375,IN_TRANSIT,In Transit
EVT000000175,SHP0000039,2026-07-29 20:31:00,Chennai,13.094401,80.293147,OUT_FOR_DELIVERY,Out For Delivery
EVT000000176,SHP0000039,2026-07-29 17:31:00,Chennai,13.079445,80.247377,DELIVERED,Delivered
EVT000000177,SHP0000040,2026-04-15 15:40:00,Ahmedabad,23.061422,72.637208,ORDER_CREATED,Order Created
EVT000000178,SHP0000040,2026-04-16 00:40:00,Mumbai,19.023755,72.878267,PICKED_UP,Picked Up
EVT000000179,SHP0000040,2026-04-16 13:40:00,Bengaluru,12.949771,77.60171,AT_WAREHOUSE,At Warehouse
EVT000000180,SHP0000040,2026-04-17 00:40:00,Chennai,13.047066,80.257239,IN_TRANSIT,In Transit
EVT000000181,SHP0000041,2026-02-24 10:51:00,Mumbai,19.081804,72.865029,ORDER_CREATED,Order Created
EVT000000182,SHP0000041,2026-02-25 04:51:00,Bengaluru,12.96964,77.568262,PICKED_UP,Picked Up
EVT000000183,SHP0000041,2026-02-25 16:51:00,Chennai,13.03548,80.244787,AT_WAREHOUSE,At Warehouse
EVT000000184,SHP0000042,2026-07-13 03:52:00,Bengaluru,12.986405,77.615761,ORDER_CREATED,Order Created
EVT000000185,SHP0000042,2026-07-13 18:52:00,Mumbai,19.092501,72.906455,PICKED_UP,Picked Up
EVT000000186,SHP0000042,2026-07-14 17:52:00,Chennai,13.072157,80.264897,AT_WAREHOUSE,At Warehouse
EVT000000187,SHP0000042,2026-07-14 06:52:00,Hyderabad,17.360706,78.527519,IN_TRANSIT,In Transit
EVT000000188,SHP0000042,2026-07-14 19:52:00,Hyderabad,17.379181,78.452325,OUT_FOR_DELIVERY,Out For Delivery
EVT000000189,SHP0000042,2026-07-15 10:52:00,Hyderabad,17.447709,78.493995,DELIVERED,Delivered
EVT000000190,SHP0000043,2026-07-10 00:46:00,New Delhi,28.597626,77.141959,ORDER_CREATED,Order Created
EVT000000191,SHP0000043,2026-07-10 15:46:00,Mumbai,19.037699,72.857816,PICKED_UP,Picked Up
EVT000000192,SHP0000043,2026-07-11 08:46:00,Bengaluru,12.970973,77.619282,AT_WAREHOUSE,At Warehouse
EVT000000193,SHP0000043,2026-07-11 09:46:00,Chennai,13.083018,80.282959,IN_TRANSIT,In Transit
EVT000000194,SHP0000043,2026-07-12 12:46:00,Hyderabad,17.427904,78.458327,OUT_FOR_DELIVERY,Out For Delivery
EVT000000195,SHP0000044,2026-08-15 08:47:00,Ahmedabad,23.035691,72.578612,ORDER_CREATED,Order Created
EVT000000196,SHP0000044,2026-08-15 23:47:00,Mumbai,19.063216,72.847673,PICKED_UP,Picked Up
EVT000000197,SHP0000044,2026-08-16 02:47:00,Bengaluru,12.97808,77.625769,AT_WAREHOUSE,At Warehouse
EVT000000198,SHP0000044,2026-08-16 23:47:00,Chennai,13.077441,80.234581,IN_TRANSIT,In Transit
EVT000000199,SHP0000045,2026-01-07 17:58:00,New Delhi,28.577176,77.205295,ORDER_CREATED,Order Created
EVT000000200,SHP0000045,2026-01-08 03:58:00,Mumbai,19.051429,72.924963,PICKED_UP,Picked Up
EVT000000201,SHP0000045,2026-01-08 17:58:00,Bengaluru,12.965388,77.595979,AT_WAREHOUSE,At Warehouse
EVT000000202,SHP0000046,2026-04-13 03:19:00,Ahmedabad,23.020028,72.520626,ORDER_CREATED,Order Created
EVT000000203,SHP0000046,2026-04-13 20:19:00,Mumbai,19.037505,72.916342,PICKED_UP,Picked Up
EVT000000204,SHP0000046,2026-04-14 07:19:00,Bengaluru,13.02857,77.574154,AT_WAREHOUSE,At Warehouse
EVT000000205,SHP0000047,2026-06-08 01:56:00,Bengaluru,12.957061,77.54405,ORDER_CREATED,Order Created
EVT000000206,SHP0000047,2026-06-08 18:56:00,Mumbai,19.048419,72.911021,PICKED_UP,Picked Up
EVT000000207,SHP0000047,2026-06-08 17:56:00,Chennai,13.019479,80.230412,AT_WAREHOUSE,At Warehouse
EVT000000208,SHP0000047,2026-06-10 01:56:00,Hyderabad,17.366049,78.531549,IN_TRANSIT,In Transit
EVT000000209,SHP0000047,2026-06-10 01:56:00,Hyderabad,17.38543,78.49285,OUT_FOR_DELIVERY,Out For Delivery
EVT000000210,SHP0000047,2026-06-09 22:56:00,Hyderabad,17.396483,78.480045,DELIVERED,Delivered
EVT000000211,SHP0000048,2026-04-14 06:07:00,Bengaluru,13.00778,77.572021,ORDER_CREATED,Order Created
EVT000000212,SHP0000048,2026-04-15 00:07:00,Mumbai,19.080802,72.865222,PICKED_UP,Picked Up
EVT000000213,SHP0000048,2026-04-15 10:07:00,Chennai,13.120868,80.254698,AT_WAREHOUSE,At Warehouse
EVT000000214,SHP0000048,2026-04-16 09:07:00,Hyderabad,17.355259,78.463978,IN_TRANSIT,In Transit
EVT000000215,SHP0000048,2026-04-15 22:07:00,Hyderabad,17.392356,78.484289,OUT_FOR_DELIVERY,Out For Delivery
EVT000000216,SHP0000049,2026-09-08 05:14:00,Bengaluru,12.950248,77.620267,ORDER_CREATED,Order Created
EVT000000217,SHP0000049,2026-09-08 21:14:00,Mumbai,19.081165,72.931057,PICKED_UP,Picked Up
EVT000000218,SHP0000049,2026-09-09 03:14:00,Chennai,13.090408,80.256722,AT_WAREHOUSE,At Warehouse
EVT000000219,SHP0000049,2026-09-10 05:14:00,Hyderabad,17.365547,78.484561,IN_TRANSIT,In Transit
EVT000000220,SHP0000049,2026-09-10 17:14:00,Hyderabad,17.370873,78.472056,OUT_FOR_DELIVERY,Out For Delivery
EVT000000221,SHP0000049,2026-09-10 07:14:00,Hyderabad,17.342104,78.560971,DELIVERED,Delivered
EVT000000222,SHP0000050,2026-03-15 23:12:00,Ahmedabad,22.979545,72.576642,ORDER_CREATED,Order Created
EVT000000223,SHP0000050,2026-03-16 18:12:00,Mumbai,19.099621,72.88335,PICKED_UP,Picked Up
EVT000000224,SHP0000050,2026-03-17 09:12:00,Bengaluru,12.918879,77.571731,AT_WAREHOUSE,At Warehouse
EVT000000225,SHP0000050,2026-03-17 08:12:00,Chennai,13.110493,80.283461,IN_TRANSIT,In Transit
EVT000000226,SHP0000051,2026-03-10 15:02:00,Bengaluru,12.964491,77.629292,ORDER_CREATED,Order Created
EVT000000227,SHP0000051,2026-03-11 01:02:00,Mumbai,19.062834,72.929669,PICKED_UP,Picked Up
EVT000000228,SHP0000051,2026-03-11 21:02:00,Chennai,13.047666,80.234446,AT_WAREHOUSE,At Warehouse
EVT000000229,SHP0000051,2026-03-11 15:02:00,Hyderabad,17.426612,78.531671,IN_TRANSIT,In Transit
EVT000000230,SHP0000051,2026-03-12 23:02:00,Hyderabad,17.364546,78.414737,OUT_FOR_DELIVERY,Out For Delivery
EVT000000231,SHP0000051,2026-03-12 17:02:00,Hyderabad,17.347738,78.47833,DELIVERED,Delivered
EVT000000232,SHP0000052,2026-05-12 09:06:00,Chennai,13.019595,80.22648,ORDER_CREATED,Order Created
EVT000000233,SHP0000052,2026-05-13 04:06:00,Mumbai,19.110322,72.881688,PICKED_UP,Picked Up
